Estimated_SBP_AIx_Red,Estimated_DBP_AIx_Red
104.97769513845736,68.76389919726236
96.28438730208767,63.35472987685455
94.92322886988265,62.507786852371424
110.1363661155401,71.97373891633606
121.11595857994362,78.80548533863158
92.43976450571688,60.962520136890504
113.80379240562873,74.25569305239121
94.98682653963493,62.547358735772846
108.49675582676417,70.95353695887549
116.91643700680692,76.1924496931243
102.99340149192223,67.52922759497383
119.48671286756002,77.79173245092623
100.1618397402768,65.76736694950556
106.24542680239563,69.5527100103795
