Filtered Signals
-7.818124908150578256e-03,-3.175336235851402601e-03
-1.156470472838156197e-02,-3.376748776981764680e-03
-1.460477725639081591e-02,-3.523610852859940159e-03
-1.655458455640739651e-02,-3.642441788647741464e-03
-1.715916384448756826e-02,-3.729353587415452139e-03
-1.633625556638352433e-02,-3.750184011886498019e-03
-1.420105368951657572e-02,-3.654499923606975478e-03
-1.106242392840137666e-02,-3.398018647169922298e-03
-7.384577493488418340e-03,-2.964524711239561669e-03
-3.715274951915354881e-03,-2.378731919355084063e-03
-5.895893349224801128e-04,-1.705025513252077327e-03
1.575414807945115132e-03,-1.031464182729568404e-03
2.575346333168125959e-03,-4.424990563649860899e-04
2.480480368881640262e-03,1.248768728474023218e-05
1.645264556866434490e-03,3.450741513168701768e-04
6.547303096423122935e-04,6.384186355733317830e-04
2.119703311315207679e-04,1.036558783269196388e-03
9.858678074181070634e-04,1.712263458652637464e-03
3.448721619898405255e-03,2.819163215180090290e-03
7.737828450190082676e-03,4.438307376091162396e-03
1.357385917123565128e-02,6.532099753510793236e-03
2.026137314145431967e-02,8.919331585036500976e-03
2.678153014900756107e-02,1.128241050294427963e-02
3.196532026832585305e-02,1.321095809979507506e-02
3.471393551254828291e-02,1.427605634360633487e-02
3.421958335769320625e-02,1.411998866275922943e-02
3.013928948541452074e-02,1.254073868828541397e-02
2.268426442898471840e-02,9.550391507663527624e-03
1.260423543294440091e-02,5.391775675676934235e-03
1.067288705346086664e-03,5.071111038944236399e-04
-1.054112611093078675e-02,-4.535791721046731825e-03
-2.085684539599305318e-02,-9.143202455726306965e-03
-2.876166228087446292e-02,-1.279792285989936329e-02
-3.354879177658673384e-02,-1.514195206656125670e-02
-3.500175054993107104e-02,-1.602379201464588371e-02
-3.338083521707345402e-02,-1.550487120453167625e-02
-2.933012946614774533e-02,-1.382869783702433963e-02
-2.373100117257720063e-02,-1.136252015187709172e-02
-1.753465986963321371e-02,-8.524693693400997932e-03
-1.160609798349956749e-02,-5.712227553220406394e-03
-6.604784568334723729e-03,-3.241667590911932392e-03
-2.916105921228389145e-03,-1.312155916816585069e-03
-6.359297160822008355e-04,6.491988995918109018e-06
3.978725637289754619e-04,7.629633568744988853e-04
5.382555808044788004e-04,1.095928162275088252e-03
2.407453281018752042e-04,1.194089634628323592e-03
