SBP_PPG,DBP_PPG,SBP_PPW,DBP_PPW,SBP_AIx,DBP_AIx
81.19999999999999,52.599999999999994,99.2,66.6,97.01440433494463,66.20864260096678
99.20000000000003,66.60000000000002,88.39999999999998,58.19999999999999,93.8393848030261,64.30363088181566
99.19999999999999,66.6,81.19999999999997,52.59999999999998,107.1965883220389,72.31795299322334
95.6,63.79999999999999,84.80000000000005,55.40000000000005,96.11181483499479,65.66708890099687
91.99999999999999,60.999999999999986,84.7999999999999,55.39999999999992,91.97628789351506,63.185772736109044
84.79999999999998,55.399999999999984,95.6,63.79999999999999,104.77955701482523,70.86773420889514
91.9999999999999,60.99999999999993,88.39999999999998,58.19999999999999,94.529638096563,64.7177828579378
81.19999999999997,52.59999999999998,95.6,63.79999999999999,105.49728818191011,71.29837290914605
91.9999999999999,60.99999999999993,84.7999999999999,55.39999999999992,92.45490193596572,63.472941161579435
88.39999999999998,58.19999999999999,84.80000000000021,55.40000000000017,89.50432125747368,61.7025927544842
92.00000000000006,61.00000000000005,88.39999999999982,58.19999999999986,103.27215765021924,69.96329459013154
84.7999999999999,55.39999999999992,99.20000000000023,66.60000000000018,94.71019042833913,64.82611425700348
81.2000000000003,52.60000000000023,91.99999999999974,60.9999999999998,93.08056245941007,63.84833747564605
95.6,63.79999999999999,99.1999999999999,66.59999999999994,101.55545715950538,68.93327429570323
92.00000000000006,61.00000000000005,88.40000000000015,58.20000000000011,100.04565203714532,68.02739122228718
95.6,63.79999999999999,84.7999999999999,55.39999999999992,94.43245270350069,64.65947162210041
95.6,63.79999999999999,81.19999999999997,52.59999999999998,95.82212618256776,65.49327570954065
74.00000000000013,47.0000000000001,95.59999999999967,63.79999999999974,85.28133197742204,59.16879918645322
84.80000000000021,55.40000000000017,99.19999999999959,66.59999999999968,106.53081460238815,71.9184887614329
84.7999999999999,55.39999999999992,99.20000000000023,66.60000000000018,89.19390281986654,61.51634169191992
92.00000000000006,61.00000000000005,74.00000000000013,47.0000000000001,92.14492575935144,63.286955455610865
84.7999999999999,55.39999999999992,99.20000000000023,66.60000000000018,86.22712127064625,59.736272762387756
92.00000000000038,61.0000000000003,95.59999999999967,63.79999999999974,108.11148093909318,72.8668885634559
95.59999999999967,63.79999999999974,95.6000000000003,63.80000000000024,96.8852750598372,66.13116503590231
77.60000000000005,49.80000000000004,81.19999999999997,52.59999999999998,100.73458209833811,68.44074925900287
92.00000000000038,61.0000000000003,74.00000000000013,47.0000000000001,102.52976209496089,69.51785725697653
95.59999999999967,63.79999999999974,99.20000000000023,66.60000000000018,94.34942141671439,64.60965285002864
88.39999999999982,58.19999999999986,91.99999999999974,60.9999999999998,117.15508370510949,78.29305022306569
81.19999999999997,52.59999999999998,99.20000000000023,66.60000000000018,96.17394697979084,65.70436818787451
91.99999999999974,60.9999999999998,95.59999999999967,63.79999999999974,113.96079828308415,76.3764789698505
84.7999999999999,55.39999999999992,92.00000000000038,61.0000000000003,98.6937245766385,67.2162347459831
77.60000000000005,49.80000000000004,74.00000000000013,47.0000000000001,94.35639292597598,64.61383575558558
91.99999999999974,60.9999999999998,77.60000000000005,49.80000000000004,90.70598487252963,62.42359092351778
84.7999999999999,55.39999999999992,74.00000000000077,47.0000000000006,96.02830555678396,65.61698333407038
88.39999999999982,58.19999999999986,99.20000000000087,66.60000000000068,105.47409090213274,71.28445454127964
81.19999999999997,52.59999999999998,84.7999999999999,55.39999999999992,100.56795546736572,68.34077328041944
99.20000000000023,66.60000000000018,88.39999999999918,58.19999999999936,99.16404017600743,67.49842410560446
81.19999999999997,52.59999999999998,88.39999999999918,58.19999999999936,108.30538834532084,72.9832330071925
84.7999999999999,55.39999999999992,99.19999999999959,66.59999999999968,97.75699963109342,66.65419977865605
92.00000000000038,61.0000000000003,91.99999999999974,60.9999999999998,85.47809750697425,59.28685850418455
95.6000000000003,63.80000000000024,91.99999999999974,60.9999999999998,96.06073050913457,65.63643830548074
77.60000000000005,49.80000000000004,88.39999999999918,58.19999999999936,93.20196841775939,63.92118105065563
99.19999999999959,66.59999999999968,99.19999999999959,66.59999999999968,94.57100179694389,64.74260107816633
81.20000000000061,52.60000000000048,92.00000000000102,61.000000000000796,88.83401603309251,61.30040961985551
95.6000000000003,63.80000000000024,91.99999999999974,60.9999999999998,111.08056357293549,74.6483381437613
91.99999999999974,60.9999999999998,95.59999999999903,63.799999999999244,108.89217651670282,73.3353059100217
99.20000000000087,66.60000000000068,91.99999999999974,60.9999999999998,105.37508861103692,71.22505316662215
84.80000000000118,55.400000000000915,77.59999999999877,49.799999999999045,113.04467879555034,75.8268072773302
84.7999999999999,55.39999999999992,74.00000000000077,47.0000000000006,106.70256537614195,72.02153922568517
84.7999999999999,55.39999999999992,81.19999999999933,52.59999999999948,107.307236464814,72.38434187888839
81.20000000000061,52.60000000000048,99.20000000000087,66.60000000000068,105.96642032503175,71.57985219501904
88.39999999999918,58.19999999999936,99.19999999999959,66.59999999999968,96.23727622907433,65.7423657374446
81.19999999999933,52.59999999999948,81.20000000000061,52.60000000000048,108.81316608492716,73.28789965095629
84.7999999999999,55.39999999999992,88.39999999999918,58.19999999999936,101.70845083814453,69.02507050288672
81.20000000000061,52.60000000000048,99.20000000000087,66.60000000000068,99.8671727477693,67.92030364866157
77.60000000000005,49.80000000000004,99.19999999999959,66.59999999999968,106.20937936200797,71.72562761720478
77.60000000000005,49.80000000000004,84.7999999999999,55.39999999999992,95.36598586083463,65.21959151650077
88.39999999999918,58.19999999999936,81.19999999999806,52.59999999999849,105.32059397631343,71.19235638578806
81.20000000000061,52.60000000000048,99.19999999999959,66.59999999999968,101.26645072072606,68.75987043243563
