Estimated_SBP_AIx_Red,Estimated_DBP_AIx_Red
100.39462414666474,65.91221058014695
103.59458084666859,67.90329474903824
97.316551229873,63.99696520969876
106.59103858740134,69.76775734327194
103.67574044373991,67.95379405388262
99.74141973070361,65.50577227688225
107.46686752335698,70.3127175700888
98.49816024987177,64.73218859992022
104.84150472347626,68.67915849460745
100.81731693892345,66.17521942866348
101.13604988356637,66.37354214977464
104.39292249041745,68.40004066070419
106.29702597746079,69.58481616375339
101.86677725323815,66.8282169575704
109.20324483554661,71.39313011989567
99.68240129316501,65.4690496935249
97.15278697115517,63.89506744871877
101.89808422526093,66.84769685127347
102.64758327667086,67.3140518165952
103.29047936006246,67.71407604626108
100.46381493672177,65.95526262729355
100.49794795963565,65.97650095266218
103.12753834450695,67.612690525471
100.78026987331641,66.15216792117465
101.21136991407494,66.42040794653552
99.11020001839859,65.11301334478134
101.35569597131061,66.51021082659327
98.05092732431766,64.45391033513098
103.68279794753252,67.95818538957579
100.03884490118068,65.69083682740131
100.14110300395329,65.75446409134871
102.28024543607341,67.08548604911235
101.7960849300139,66.78423062311975
101.474706691816,66.5842619415744
102.65170766781544,67.3166181044185
100.22649625475319,65.8075976696242
105.58381861938588,69.14104269650677
103.61261093456399,67.91451347039538
100.34120568388269,65.87897242552701
102.28779921057834,67.09018617547096
102.48047513551066,67.21007341765107
105.66307140886663,69.19035554329479
100.20366646489349,65.79339246704484
101.7765268271274,66.77206113687927
100.75292199561144,66.13515146393601
104.05992300795374,68.19284098272678
103.57843323938489,67.8932473489506
100.38923754843115,65.90885891902383
104.27064858423574,68.32395911908003
103.49915415293987,67.84391813960703
106.74154642524691,69.86140666459808
101.09788896024054,66.34979757526078
107.16188062612963,70.12294794514733
107.03917582363148,70.0465982902596
99.7104478269753,65.48650087011796
101.52563964651195,66.61595355782966
102.30511310101484,67.10095926285368
103.81252114779888,68.0389020475193
102.24065969864988,67.06085492360437
99.96657231140344,65.64586721598437
99.69263625953661,65.47541811704501
103.72297518478639,67.98318455942264
106.35860309291508,69.62313081336937
97.1544616135407,63.89610944842533
98.81457018256667,64.92906589137482
111.07952905046315,72.56059585362152
100.72395970487392,66.11713048303267
107.50544645778606,70.33672224040022
101.81036275316636,66.79311460197017
103.48059487165247,67.83237014236154
105.14376304492724,68.86723033906584
103.09940254115925,67.59518380338798
100.07418153862153,65.71282406847563
