SBP_PPG,DBP_PPG,SBP_PPW,DBP_PPW,SBP_AIx,DBP_AIx
91.1,60.300000000000004,91.1,60.300000000000004,90.68823193513649,62.412939161081894
100.99999999999987,67.9999999999999,100.99999999999987,67.9999999999999,103.21330864566485,69.92798518739892
86.60000000000002,56.80000000000001,86.60000000000002,56.80000000000001,100.14258041488597,68.08554824893159
100.99999999999987,67.9999999999999,100.99999999999987,67.9999999999999,106.21907434675137,71.73144460805082
93.80000000000003,62.40000000000002,93.80000000000003,62.40000000000002,110.37462897908974,74.22477738745384
98.3000000000001,65.90000000000006,99.20000000000023,66.60000000000018,106.3245539899346,71.79473239396076
95.59999999999967,63.79999999999974,96.50000000000013,64.5000000000001,104.9331139229073,70.95986835374438
94.70000000000049,63.10000000000038,95.59999999999967,63.79999999999974,103.56601039192928,70.13960623515757
94.69999999999985,63.09999999999988,94.70000000000049,63.10000000000038,108.27639647105686,72.96583788263412
96.50000000000013,64.5000000000001,93.80000000000003,62.40000000000002,111.26542737018505,74.75925642211104
94.69999999999985,63.09999999999988,97.39999999999995,65.19999999999996,109.87109282085805,73.92265569251482
92.9000000000002,61.70000000000016,94.69999999999985,63.09999999999988,100.87122978967261,68.52273787380356
94.69999999999985,63.09999999999988,93.80000000000003,62.40000000000002,107.73108197218382,72.63864918331029
98.30000000000041,65.90000000000032,95.6000000000003,63.80000000000024,108.66028332164578,73.19616999298748
99.19999999999959,66.59999999999968,98.30000000000041,65.90000000000032,111.00418489748009,74.60251093848805
92.00000000000102,61.000000000000796,100.10000000000005,67.30000000000004,114.97264733186755,76.98358839912053
96.50000000000077,64.5000000000006,91.99999999999974,60.9999999999998,122.37224682458663,81.42334809475197
98.29999999999913,65.89999999999932,97.39999999999995,65.19999999999996,107.04361743481144,72.22617046088686
91.09999999999928,60.29999999999944,99.19999999999959,66.59999999999968,115.62722213531436,77.37633328118861
89.30000000000092,58.900000000000716,91.99999999999974,60.9999999999998,109.69295123599763,73.81577074159858
88.39999999999918,58.19999999999936,90.2000000000001,59.60000000000008,118.6382626280964,79.18295757685785
