Filtered Signals
-4.138611860670909220e-02,-1.430697481471247812e-02
-1.466130401657304017e-01,-7.958918021721599068e-02
-2.277158742585384255e-01,-1.296101178595150394e-01
-2.656529513733220660e-01,-1.520086272580996045e-01
-2.491595631870034133e-01,-1.395018949234058114e-01
-1.767443216015484597e-01,-9.115707782566524753e-02
-5.690919762173785035e-02,-1.248524432098291510e-02
9.337625792841308670e-02,8.558742424017727612e-02
2.516196524737683293e-01,1.886290068361640704e-01
3.936119933504862445e-01,2.811219265614068874e-01
4.974113115928773254e-01,3.489649677939649086e-01
5.468256199680328056e-01,3.816479928141256472e-01
5.338463618839039970e-01,3.737808667514509464e-01
4.596951420211311534e-01,3.257906670186307974e-01
3.343942734815862350e-01,2.437397012683862330e-01
1.750127053373232433e-01,1.383370880824201510e-01
2.931283791840322284e-03,2.331118352444835895e-02
-1.594156235023370671e-01,-8.661964932013532792e-02
-2.918322233284350031e-01,-1.778932091821568140e-01
-3.792184134424199660e-01,-2.400593765232326426e-01
-4.135775188660690271e-01,-2.672464896595671546e-01
-3.948590232621130847e-01,-2.588890936028199197e-01
-3.304919821668538260e-01,-2.195748019030348552e-01
-2.337050667489872502e-01,-1.580298649670910383e-01
-1.209785253242804809e-01,-8.544527631905267373e-02
-9.148159265341210267e-03,-1.348889513031967247e-02
8.726999642574365113e-02,4.759591242228103369e-02
1.580422137916493719e-01,9.045066989920991229e-02
1.981470074208048215e-01,1.113886628863604705e-01
2.075894848118950142e-01,1.104338352022272984e-01
1.902810813252810429e-01,9.069792586133988699e-02
1.523919014458442467e-01,5.731664280741271406e-02
1.006894610877434315e-01,1.624226346636259422e-02
4.131678094689123643e-02,-2.681703808402301215e-02
-2.073843481166148806e-02,-6.710898421904200328e-02
-8.149043009878789712e-02,-1.011313936325825280e-01
-1.373559454794739954e-01,-1.265706895785639052e-01
-1.844929546140307020e-01,-1.420374339385636064e-01
-2.184849858698797997e-01,-1.467842521253329424e-01
-2.346555326290876708e-01,-1.405614639055457471e-01
-2.290420149966248542e-01,-1.236794567736523992e-01
-1.997469539000041316e-01,-9.722763134129958074e-02
-1.481442120393581530e-01,-6.329326424643272331e-02
-7.938209209960263302e-02,-2.498678645001631282e-02
-1.850653605139085389e-03,1.385209380650938293e-02
7.431336147374884016e-02,4.924378280854808942e-02
1.392308931033496011e-01,7.778385465656041664e-02
1.851902448372813315e-01,9.725914968504358049e-02
2.079778211627664741e-01,1.069952778097188195e-01
2.073989044503505297e-01,1.078696001909062452e-01
1.869776194572718431e-01,1.020076712777487071e-01
1.529599792323770857e-01,9.223329262990823119e-02
1.128416701528623389e-01,8.138905376191692131e-02
7.373927099978390409e-02,7.168960102854844696e-02
4.098549746756939560e-02,6.428035211753838074e-02
1.729161746513582787e-02,5.912025891919350795e-02
2.659015236215783728e-03,5.520083092243187328e-02
-5.015941278397578751e-03,5.100300627069354054e-02
-8.914882616785475833e-03,4.502766033022960468e-02
-1.221585176340433607e-02,3.623674988016648002e-02
-1.726917854916607681e-02,2.429934877283659866e-02
-2.518703156167186735e-02,9.616861248179904564e-03
-3.584147538324512078e-02,-6.831716906739886130e-03
-4.816523786514471245e-02,-2.375056621145989894e-02
-6.061304523045608211e-02,-3.981666263410514606e-02
-7.163847974540127339e-02,-5.393058002190147249e-02
-8.005616442412555323e-02,-6.537286449364278218e-02
-8.520242126584708087e-02,-7.383034867527688005e-02
