Filtered Signals
3.359483561619110159e-02,2.499404215118759126e-02
3.091670169529772694e-02,2.404308054589036903e-02
2.760245616851820030e-02,2.229198144441400103e-02
2.387105740779162794e-02,1.964886847908921610e-02
2.005371278356387482e-02,1.623833386454215377e-02
1.662732868081425591e-02,1.244943193514356714e-02
1.421618899211439177e-02,8.923157516156956723e-03
1.355113199062979445e-02,6.477810554769560664e-03
1.537550078146703025e-02,5.979628041125686910e-03
2.029503973988167065e-02,8.173374114961280690e-03
2.858708470734144802e-02,1.349540065957291132e-02
4.000439452226734610e-02,2.189960347453625764e-02
5.361965043172301632e-02,3.273132454234758959e-02
6.775550956864581642e-02,4.468266831436908115e-02
8.003786770000394235e-02,5.585497025723418218e-02
8.759939629117208248e-02,6.394172295401270856e-02
8.744093069297355358e-02,6.652808068773234662e-02
7.692516981078841021e-02,6.148036192286152057e-02
5.433711892552477857e-02,4.737331529971537669e-02
1.941371445590570066e-02,2.388176508827566380e-02
-2.626863316517893954e-02,-7.945075312718624660e-03
-7.915501208259749510e-02,-4.560003503718251805e-02
-1.339058807163029385e-01,-8.527500269573765057e-02
-1.839631561636406454e-01,-1.222720426536694771e-01
-2.224533009648286264e-01,-1.516346870079873788e-01
-2.432978577749229376e-01,-1.689117587863779024e-01
-2.423193776138207467e-01,-1.709191208478384738e-01
-2.180974742874177141e-01,-1.563433302211482689e-01
-1.723651827334928832e-01,-1.260495147923154091e-01
-1.098317777526661987e-01,-8.301401117620257897e-02
-3.744837866988307007e-02,-3.188549442459382571e-02
3.673542032502302712e-02,2.173701799781632693e-02
1.048763444671871881e-01,7.215881688974427888e-02
1.605210588778751279e-01,1.144042090741525936e-01
1.994300702742224096e-01,1.448413017282213500e-01
2.199107855487836549e-01,1.615241671787363553e-01
2.226578932490944351e-01,1.642311025563440441e-01
2.102071014189237919e-01,1.542414091646047147e-01
1.861718088701474205e-01,1.339345916475450649e-01
1.544508227521749211e-01,1.063113862600374576e-01
1.185761336660798165e-01,7.453000515049024166e-02
8.131858381893609933e-02,4.153044438222093515e-02
4.459434758469331406e-02,9.790645766140602946e-03
9.634445747048914210e-03,-1.877448709146253836e-02
-2.268471204166869204e-02,-4.279212385165961918e-02
-5.148502377714501976e-02,-6.133526095600386197e-02
-7.563912212642388833e-02,-7.381144784816290327e-02
-9.373315794877760954e-02,-7.989303524206779750e-02
-1.042789540740125531e-01,-7.952338341824674584e-02
-1.061300838638820770e-01,-7.299778282846923483e-02
-9.897234108198427194e-02,-6.107924745674794820e-02
-8.370966836541643419e-02,-4.508237898749220540e-02
-6.257972939503878007e-02,-2.685627844171674036e-02
-3.891007195422871434e-02,-8.624214604318839600e-03
-1.653905554418918372e-02,7.314610353195659387e-03
9.631346534352963618e-04,1.896380388815253892e-02
1.106308152808344741e-02,2.499367461570990712e-02
1.279894981895730866e-02,2.498681208555545222e-02
6.921077986762072531e-03,1.949151518617703305e-02
-4.394842264388420378e-03,9.869202013267446699e-03
-1.815249741823873192e-02,-2.012762168662283330e-03
-3.125629537499215876e-02,-1.415100574052717032e-02
-4.114465615827051642e-02,-2.474595513113987677e-02
-4.619865448209528602e-02,-3.244727287506662949e-02
-4.588013387229324114e-02,-3.647844667184396011e-02
-4.062730203635320225e-02,-3.664529997048936172e-02
-3.158040675705606898e-02,-3.325278044475485362e-02
-2.022942361495170746e-02,-2.696394225942407713e-02
-8.074116044216293059e-03,-1.863750477717108708e-02
3.634481005307020618e-03,-9.176740060731564813e-03
1.403749956668845847e-02,5.870241668681896313e-04
2.269850123118666296e-02,9.965693569994958645e-03
2.954444517723864294e-02,1.844118190181794070e-02
3.474777397450815736e-02,2.565548305077413466e-02
3.858074945615066337e-02,3.137588072458067506e-02
4.127577158611875352e-02,3.545012675673219621e-02
4.292591365571900991e-02,3.776782661401537067e-02
4.344960297836067409e-02,3.824154119070990315e-02
4.262268764143913730e-02,3.681339826960698669e-02
4.016130435084284966e-02,3.348319286964278330e-02
3.582988856483550894e-02,2.834657805271115216e-02
2.954921390185608412e-02,2.162947413803107538e-02
2.148176141424217034e-02,1.370645262700205015e-02
1.207309145384721782e-02,5.094592327193859030e-03
2.033494034886538376e-03,-3.580658823323593781e-03
-7.741441391384978193e-03,-1.164461142597800203e-02
-1.629469393929732293e-02,-1.844760584656930311e-02
-2.274877914524147532e-02,-2.344036297951717154e-02
-2.643763308787165991e-02,-2.623713988986150700e-02
-2.700987756861545144e-02,-2.665808360007705657e-02
-2.448811228366387649e-02,-2.474700931725835190e-02
-1.927154409897320966e-02,-2.076355529777803438e-02
-1.207756603115483184e-02,-1.515046228540647792e-02
-3.833074064169156650e-03,-8.479762922369727535e-03
4.460581294852716816e-03,-1.385705721662947379e-03
1.186300372853180303e-02,5.505209241233516293e-03
1.761146334295405833e-02,1.163723126467998761e-02
2.120630999330639505e-02,1.657407077937105011e-02
