SBP_PPG,DBP_PPG,SBP_PPW,DBP_PPW,SBP_AIx,DBP_AIx
80.00000000000006,50.00000000000004,92.0,59.0,98.94765187293982,67.36859112376389
84.00000000000006,53.00000000000004,95.99999999999997,61.999999999999986,103.20123378349953,69.92074027009973
80.00000000000014,50.00000000000011,87.99999999999997,55.99999999999998,105.20484028007218,71.1229041680433
83.99999999999989,52.99999999999991,99.99999999999999,64.99999999999999,107.5294597375031,72.51767584250186
83.99999999999989,52.99999999999991,92.00000000000006,59.00000000000005,100.47961677862915,68.28777006717749
84.00000000000006,53.00000000000004,99.99999999999999,64.99999999999999,104.14182549343366,70.4850952960602
80.00000000000014,50.00000000000011,84.00000000000006,53.00000000000004,100.83222204025972,68.49933322415583
107.99999999999955,70.99999999999966,100.00000000000007,65.00000000000006,105.20046194840062,71.12027716904038
99.99999999999972,64.99999999999979,103.99999999999999,67.99999999999999,100.09322888858262,68.05593733314957
100.00000000000043,65.00000000000031,99.99999999999989,64.99999999999991,99.85177983990936,67.91106790394561
80.00000000000014,50.00000000000011,95.99999999999997,61.999999999999986,103.0591707502538,69.83550245015229
80.00000000000014,50.00000000000011,95.9999999999998,61.99999999999985,99.23956203688772,67.54373722213263
104.00000000000034,68.00000000000026,83.9999999999997,52.99999999999977,99.47139203882251,67.68283522329351
80.00000000000085,50.00000000000064,100.00000000000007,65.00000000000006,102.28993120552599,69.3739587233156
