Filtered Signals
-3.762915689166867333e-02,-1.458918441760555934e-02,-2.334055942143128948e-03
-3.970258196584876276e-02,-1.185732426111713207e-02,1.353188428037886346e-03
-3.933617243545803333e-02,-7.381064282890802478e-03,5.599296273224590656e-03
-3.562844427731748365e-02,-2.195636817676274721e-04,1.074979023281724504e-02
-2.838606909500659276e-02,9.692748559667212910e-03,1.678170229603367578e-02
-1.822548550950035470e-02,2.142537058028499281e-02,2.324556057861265623e-02
-6.470367922319281151e-03,3.321073383839880100e-02,2.932472545225623187e-02
5.132894285253566252e-03,4.283702313836931785e-02,3.399571397488179714e-02
1.479890081820340805e-02,4.816700832255503550e-02,3.625228143840174277e-02
2.107102279667596306e-02,4.764494726082832421e-02,3.534234105922618580e-02
2.307810542935628817e-02,4.066523868886032927e-02,3.096230072241861614e-02
2.064311595220864187e-02,2.772474783479392940e-02,2.336254964711878546e-02
1.426134361848890343e-02,1.034496613743228141e-02,1.334106559686944540e-02
4.987712192340050185e-03,-9.193943153680952940e-03,2.131073482703971234e-03
-5.731646082222784100e-03,-2.823283027659483774e-02,-8.789094353635330120e-03
-1.625579700852818402e-02,-4.414539552473069339e-02,-1.792623330986472044e-02
-2.494733603327759994e-02,-5.471156493212777500e-02,-2.400411888898866530e-02
-3.035341692491496865e-02,-5.840327735304181450e-02,-2.616101381920681729e-02
-3.136680398886017296e-02,-5.455896586728495312e-02,-2.408265713210923364e-02
-2.737356738748332116e-02,-4.344450951747626244e-02,-1.805166266708291278e-02
-1.837967342243101987e-02,-2.620982391995954619e-02,-8.908704961844121639e-03
-5.082763979972606226e-03,-4.752634500019101149e-03,2.066327458974424186e-03
1.115240900136785576e-02,1.849875683695967332e-02,1.333663720788504786e-02
2.843452812106890895e-02,4.086770509565411380e-02,2.333188844848160109e-02
4.458860138051664451e-02,5.975133091124760348e-02,3.068371576729216066e-02
5.746695213605593211e-02,7.294723709461026218e-02,3.443785094116666445e-02
6.528770688156070034e-02,7.894302044174306143e-02,3.420570823359120327e-02
6.694984354524415038e-02,7.712458622355308768e-02,3.022491635724776707e-02
6.225322267877320820e-02,6.786083484658426979e-02,2.331120958341077742e-02
5.194526214592146141e-02,5.243208621050279850e-02,1.469987217400137852e-02
3.755229488725383979e-02,3.279562879894663829e-02,5.793892255436727465e-03
2.102732471364353317e-02,1.122417149984095835e-02,-2.139986385053272225e-03
4.313776474556756807e-03,-1.010378186725240796e-02,-8.262100230561260708e-03
-1.105167966476529318e-02,-2.946121322381390489e-02,-1.236223491748474415e-02
-2.419448966423030922e-02,-4.578896606704946359e-02,-1.491256653166495895e-02
-3.495247477473474584e-02,-5.872107205664793550e-02,-1.694531817018369441e-02
-4.370537877934754789e-02,-6.841952636346843031e-02,-1.977139439570556323e-02
-5.102912025594986273e-02,-7.526984317411260228e-02,-2.459372809159536891e-02
-5.728355030935364939e-02,-7.952862650204350903e-02,-3.209611583123682388e-02
-6.227308560214462468e-02,-8.103121757552571303e-02,-4.210157484301565306e-02
-6.509373817205962864e-02,-7.905431677537447244e-02,-5.339064628960946829e-02
-6.421646415262102781e-02,-7.239026263788253535e-02,-6.374815853320822678e-02
-5.779784641841041737e-02,-5.963971016863459790e-02,-7.026882305219007974e-02
-4.417417877568079188e-02,-3.967870379177523832e-02,-6.990241869299748667e-02
-2.246417083533954612e-02,-1.220829442504595824e-02,-6.016331800698883348e-02
6.842907357981549421e-03,2.174576263946761956e-02,-3.987366819499433418e-02
4.148442144280407862e-02,5.953532474851788714e-02,-9.768079201669339906e-03
7.737807046475340955e-02,9.692739812780216957e-02,2.722077876296687127e-02
1.090334979961065098e-01,1.285469756717050882e-01,6.613618567486449773e-02
1.304079291949588604e-01,1.487008848356904389e-01,1.006809443138824561e-01
1.360739501142182728e-01,1.524562324035792504e-01,1.243348598853557668e-01
1.224718487758490737e-01,1.367607532311237717e-01,1.316996921599904447e-01
8.895593482422885223e-02,1.013438717914956488e-01,1.197676615415413787e-01
3.833679318029387800e-02,4.914884650324902182e-02,8.878479809864443795e-02
-2.329391707213965268e-02,-1.386615329254407836e-02,4.245446506647337220e-02
-8.748436018572577910e-02,-7.956580829653797649e-02,-1.260810921611921209e-02
