Filtered Signals
-9.352609845460380100e-03,-5.828881135424068827e-03,-2.303139276612020669e-03
2.920137162150409083e-01,1.989618027354732588e-01,2.382622086994564681e-01
4.156749295313808545e-01,2.880299214319890222e-01,3.209328924826840290e-01
3.080720826627440512e-01,2.326435079978383946e-01,2.116237123417002430e-01
6.192504535322970738e-02,9.789606174058357313e-02,1.142151993588784442e-02
-1.634158919779127306e-01,-2.168619014532240791e-02,-1.382907816888511165e-01
-2.442621547485264166e-01,-6.670850408631448514e-02,-1.582616530339959193e-01
-1.573625956297015904e-01,-3.568601630633873312e-02,-6.673393845755823395e-02
3.898880365344942200e-03,1.942211339456299812e-02,4.582552766970442171e-02
6.691142631041202549e-02,8.788824409775214397e-03,6.447220720688737194e-02
-1.154057813277712674e-01,-1.496107958254801473e-01,-9.029568211656335830e-02
-5.234065787228032729e-01,-4.456893189161682534e-01,-3.904387333234330959e-01
-9.048006178218152007e-01,-7.175923783620996588e-01,-6.622706525917169129e-01
-8.994886955605767564e-01,-7.166934128165040052e-01,-6.603930352065487952e-01
-3.241840320668324393e-01,-3.044361796640074336e-01,-2.560319009118786071e-01
6.075409875011912320e-01,3.749092416247018500e-01,4.031049290683189623e-01
1.370120554124314882e+00,9.415337523646029050e-01,9.432413999716239283e-01
1.503796097400688758e+00,1.057657421792812968e+00,1.034393919222162728e+00
9.717761439189542827e-01,6.992345856138205695e-01,6.542440593636250634e-01
1.706904873416737467e-01,1.631964435974951888e-01,9.685449196453116416e-02
-4.067851749569011965e-01,-1.940780919887184486e-01,-2.804803525582016954e-01
-5.372489123359971419e-01,-2.336907828064969384e-01,-3.297644675829604077e-01
-3.554711586780328614e-01,-8.654679709102278129e-02,-1.704574369396751887e-01
-1.543342180053988155e-01,1.952831206065781811e-02,-2.739355016540956367e-02
-1.222539982464787012e-01,-3.491339605776277999e-02,-3.092673092670017443e-02
-2.336451940398474592e-01,-1.954142023703840381e-01,-1.462255875307439390e-01
-3.323574477396263882e-01,-3.214153354797779083e-01,-2.485733077388616596e-01
-2.962897429606184962e-01,-3.186459401549922577e-01,-2.448314486427243530e-01
-1.410969751750099921e-01,-2.057153207842510045e-01,-1.396032268072225080e-01
6.937247990559086697e-03,-8.202722083965280353e-02,-1.538236495568753859e-02
3.267005260516725462e-02,-3.920887957712607119e-02,3.984002496075890465e-02
-5.923921380737851017e-02,-8.741764804808754841e-02,8.232816464565501091e-04
-1.461846369034877080e-01,-1.508204692152910753e-01,-7.794814875646519092e-02
-1.035038253269966457e-01,-1.359370117585362581e-01,-1.101649529560101148e-01
7.122551274170507707e-02,-1.653290437339635655e-02,-5.386137281243126573e-02
2.493441694530586505e-01,1.423527154963814267e-01,5.216868219440951027e-02
